game_id,play_id,player_to_predict,nfl_id,play_direction,absolute_yardline_number,player_name,player_height,player_weight,player_birth_date,player_position,player_side,player_role,x,y,s,a,dir,o,num_frames_output,ball_land_x,ball_land_y,game_play,frame_id_total,frame,x_next,y_next
2023110500,1102,,43454,,,,,,,,,,68.81,12.15,,,,,,,,2023110500_1102,42,post,69.5,11.54
2023110500,1102,,43454,,,,,,,,,,69.5,11.54,,,,,,,,2023110500_1102,43,post,70.18,10.9
2023110500,1102,,43454,,,,,,,,,,70.18,10.9,,,,,,,,2023110500_1102,44,post,70.87,10.24
2023110500,1102,,43454,,,,,,,,,,70.87,10.24,,,,,,,,2023110500_1102,45,post,71.56,9.56
2023110500,1102,,43454,,,,,,,,,,71.56,9.56,,,,,,,,2023110500_1102,46,post,72.26,8.87
2023110500,1102,,43454,,,,,,,,,,72.26,8.87,,,,,,,,2023110500_1102,47,post,72.95,8.17
2023110500,1102,,43454,,,,,,,,,,72.95,8.17,,,,,,,,2023110500_1102,48,post,73.67,7.46
2023110500,1102,,43454,,,,,,,,,,73.67,7.46,,,,,,,,2023110500_1102,49,post,74.37,6.75
2023110500,1102,,43454,,,,,,,,,,74.37,6.75,,,,,,,,2023110500_1102,50,post,75.08,6.05
2023110500,1102,,43454,,,,,,,,,,75.08,6.05,,,,,,,,2023110500_1102,51,post,75.79,5.37
2023110500,1102,,43454,,,,,,,,,,75.79,5.37,,,,,,,,2023110500_1102,52,post,,
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,60.28,30.63,2.72,0.11,95.98,266.35,18.0,74.6399993896484,4.98999977111816,2023110500_1102,1,pre,60.55,30.6
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,60.55,30.6,2.81,0.2,96.35,266.35,18.0,74.6399993896484,4.98999977111816,2023110500_1102,2,pre,60.84,30.56
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,60.84,30.56,2.86,0.18,96.6,268.39,18.0,74.6399993896484,4.98999977111816,2023110500_1102,3,pre,61.13,30.53
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,61.13,30.53,2.9,0.16,96.81,266.98,18.0,74.6399993896484,4.98999977111816,2023110500_1102,4,pre,61.42,30.49
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,61.42,30.49,2.93,0.14,97.21,269.09,18.0,74.6399993896484,4.98999977111816,2023110500_1102,5,pre,61.71,30.44
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,61.71,30.44,2.95,0.39,99.25,268.26,18.0,74.6399993896484,4.98999977111816,2023110500_1102,6,pre,62.0,30.39
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,62.0,30.39,2.96,0.53,100.92,267.21,18.0,74.6399993896484,4.98999977111816,2023110500_1102,7,pre,62.3,30.33
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,62.3,30.33,2.97,0.61,102.31,266.01,18.0,74.6399993896484,4.98999977111816,2023110500_1102,8,pre,62.59,30.24
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,62.59,30.24,3.02,0.87,105.46,263.91,18.0,74.6399993896484,4.98999977111816,2023110500_1102,9,pre,62.88,30.16
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,62.88,30.16,3.02,1.17,108.0,263.05,18.0,74.6399993896484,4.98999977111816,2023110500_1102,10,pre,63.16,30.05
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,63.16,30.05,3.02,1.65,112.54,265.47,18.0,74.6399993896484,4.98999977111816,2023110500_1102,11,pre,63.44,29.92
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,63.44,29.92,3.11,1.72,116.91,269.31,18.0,74.6399993896484,4.98999977111816,2023110500_1102,12,pre,63.72,29.77
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,63.72,29.77,3.2,1.64,120.48,271.5,18.0,74.6399993896484,4.98999977111816,2023110500_1102,13,pre,63.99,29.59
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,63.99,29.59,3.34,1.74,124.73,270.46,18.0,74.6399993896484,4.98999977111816,2023110500_1102,14,pre,64.27,29.39
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,64.27,29.39,3.43,1.52,127.29,270.46,18.0,74.6399993896484,4.98999977111816,2023110500_1102,15,pre,64.54,29.17
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,64.54,29.17,3.48,1.19,129.17,270.46,18.0,74.6399993896484,4.98999977111816,2023110500_1102,16,pre,64.81,28.94
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,64.81,28.94,3.55,1.0,131.14,269.57,18.0,74.6399993896484,4.98999977111816,2023110500_1102,17,pre,65.09,28.7
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,65.09,28.7,3.69,0.69,131.54,269.57,18.0,74.6399993896484,4.98999977111816,2023110500_1102,18,pre,65.37,28.45
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,65.37,28.45,3.75,0.36,131.42,269.57,18.0,74.6399993896484,4.98999977111816,2023110500_1102,19,pre,65.66,28.21
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,65.66,28.21,3.83,0.39,130.67,268.65,18.0,74.6399993896484,4.98999977111816,2023110500_1102,20,pre,65.96,27.96
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,65.96,27.96,3.86,0.48,129.61,269.79,18.0,74.6399993896484,4.98999977111816,2023110500_1102,21,pre,66.27,27.72
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,66.27,27.72,4.01,0.95,127.54,264.54,18.0,74.6399993896484,4.98999977111816,2023110500_1102,22,pre,66.59,27.47
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,66.59,27.47,4.15,1.1,126.39,262.04,18.0,74.6399993896484,4.98999977111816,2023110500_1102,23,pre,66.93,27.23
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,66.93,27.23,4.2,0.95,125.08,258.02,18.0,74.6399993896484,4.98999977111816,2023110500_1102,24,pre,67.28,26.99
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,67.28,26.99,4.26,0.99,123.14,257.44,18.0,74.6399993896484,4.98999977111816,2023110500_1102,25,pre,67.65,26.77
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,67.65,26.77,4.35,1.23,120.33,257.44,18.0,74.6399993896484,4.98999977111816,2023110500_1102,26,pre,68.03,26.55
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,68.03,26.55,4.44,1.31,118.34,261.98,18.0,74.6399993896484,4.98999977111816,2023110500_1102,27,pre,68.43,26.34
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,68.43,26.34,4.57,1.16,117.03,262.88,18.0,74.6399993896484,4.98999977111816,2023110500_1102,28,pre,68.85,26.14
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,68.85,26.14,4.62,1.11,115.3,267.01,18.0,74.6399993896484,4.98999977111816,2023110500_1102,29,pre,69.27,25.94
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,69.27,25.94,4.77,0.81,114.85,261.4,18.0,74.6399993896484,4.98999977111816,2023110500_1102,30,pre,69.72,25.74
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,69.72,25.74,4.89,0.73,113.83,258.88,18.0,74.6399993896484,4.98999977111816,2023110500_1102,31,pre,70.18,25.54
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,70.18,25.54,5.05,0.66,113.01,255.08,18.0,74.6399993896484,4.98999977111816,2023110500_1102,32,pre,70.65,25.34
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,70.65,25.34,5.18,0.41,113.39,245.03,18.0,74.6399993896484,4.98999977111816,2023110500_1102,33,pre,71.13,25.13
2023110500,1102,True,46137,right,51.0,Justin Reid,6-1,204.0,1997-02-15,SS,Defense,Defensive Coverage,71.13,25.13,5.28,0.25,113.68,237.9,18.0,74.6399993896484,4.98999977111816,2023110500_1102,34,pre,71.62,24.91
2023110500,1102,,46137,,,,,,,,,,71.62,24.91,,,,,,,,2023110500_1102,35,post,72.11,24.69
2023110500,1102,,46137,,,,,,,,,,72.11,24.69,,,,,,,,2023110500_1102,36,post,72.6,24.45
2023110500,1102,,46137,,,,,,,,,,72.6,24.45,,,,,,,,2023110500_1102,37,post,73.08,24.2
2023110500,1102,,46137,,,,,,,,,,73.08,24.2,,,,,,,,2023110500_1102,38,post,73.55,23.93
2023110500,1102,,46137,,,,,,,,,,73.55,23.93,,,,,,,,2023110500_1102,39,post,74.03,23.64
2023110500,1102,,46137,,,,,,,,,,74.03,23.64,,,,,,,,2023110500_1102,40,post,74.49,23.34
2023110500,1102,,46137,,,,,,,,,,74.49,23.34,,,,,,,,2023110500_1102,41,post,74.93,23.02
2023110500,1102,,46137,,,,,,,,,,74.93,23.02,,,,,,,,2023110500_1102,42,post,75.36,22.69
2023110500,1102,,46137,,,,,,,,,,75.36,22.69,,,,,,,,2023110500_1102,43,post,75.78,22.33
2023110500,1102,,46137,,,,,,,,,,75.78,22.33,,,,,,,,2023110500_1102,44,post,76.2,21.97
2023110500,1102,,46137,,,,,,,,,,76.2,21.97,,,,,,,,2023110500_1102,45,post,76.61,21.59
2023110500,1102,,46137,,,,,,,,,,76.61,21.59,,,,,,,,2023110500_1102,46,post,77.01,21.2
2023110500,1102,,46137,,,,,,,,,,77.01,21.2,,,,,,,,2023110500_1102,47,post,77.41,20.81
2023110500,1102,,46137,,,,,,,,,,77.41,20.81,,,,,,,,2023110500_1102,48,post,77.8,20.41
2023110500,1102,,46137,,,,,,,,,,77.8,20.41,,,,,,,,2023110500_1102,49,post,78.2,20.01
2023110500,1102,,46137,,,,,,,,,,78.2,20.01,,,,,,,,2023110500_1102,50,post,78.59,19.62
2023110500,1102,,46137,,,,,,,,,,78.59,19.62,,,,,,,,2023110500_1102,51,post,78.98,19.23
2023110500,1102,,46137,,,,,,,,,,78.98,19.23,,,,,,,,2023110500_1102,52,post,,
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,65.23,20.75,1.99,1.34,148.95,214.26,18.0,74.6399993896484,4.98999977111816,2023110500_1102,1,pre,65.33,20.57
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,65.33,20.57,2.05,1.09,152.49,214.26,18.0,74.6399993896484,4.98999977111816,2023110500_1102,2,pre,65.42,20.37
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,65.42,20.37,2.26,1.16,155.64,215.18,18.0,74.6399993896484,4.98999977111816,2023110500_1102,3,pre,65.52,20.15
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,65.52,20.15,2.37,0.97,157.36,217.69,18.0,74.6399993896484,4.98999977111816,2023110500_1102,4,pre,65.61,19.92
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,65.61,19.92,2.5,0.88,158.59,218.36,18.0,74.6399993896484,4.98999977111816,2023110500_1102,5,pre,65.71,19.68
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,65.71,19.68,2.67,0.86,159.34,218.36,18.0,74.6399993896484,4.98999977111816,2023110500_1102,6,pre,65.81,19.43
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,65.81,19.43,2.73,0.57,158.57,221.48,18.0,74.6399993896484,4.98999977111816,2023110500_1102,7,pre,65.92,19.17
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,65.92,19.17,2.81,0.61,156.35,229.26,18.0,74.6399993896484,4.98999977111816,2023110500_1102,8,pre,66.03,18.91
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,66.03,18.91,2.86,0.55,155.21,234.53,18.0,74.6399993896484,4.98999977111816,2023110500_1102,9,pre,66.16,18.66
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,66.16,18.66,2.85,0.72,152.63,240.54,18.0,74.6399993896484,4.98999977111816,2023110500_1102,10,pre,66.3,18.41
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,66.3,18.41,2.8,0.87,150.67,247.77,18.0,74.6399993896484,4.98999977111816,2023110500_1102,11,pre,66.43,18.18
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,66.43,18.18,2.67,1.14,148.54,253.67,18.0,74.6399993896484,4.98999977111816,2023110500_1102,12,pre,66.57,17.96
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,66.57,17.96,2.53,1.35,146.81,257.76,18.0,74.6399993896484,4.98999977111816,2023110500_1102,13,pre,66.7,17.76
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,66.7,17.76,2.34,1.59,145.59,261.33,18.0,74.6399993896484,4.98999977111816,2023110500_1102,14,pre,66.83,17.59
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,66.83,17.59,2.09,1.96,142.64,264.02,18.0,74.6399993896484,4.98999977111816,2023110500_1102,15,pre,66.95,17.44
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,66.95,17.44,1.82,2.17,139.93,267.04,18.0,74.6399993896484,4.98999977111816,2023110500_1102,16,pre,67.06,17.31
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,67.06,17.31,1.56,2.36,135.43,268.98,18.0,74.6399993896484,4.98999977111816,2023110500_1102,17,pre,67.17,17.22
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,67.17,17.22,1.29,2.6,128.05,271.45,18.0,74.6399993896484,4.98999977111816,2023110500_1102,18,pre,67.27,17.16
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,67.27,17.16,1.05,2.57,118.7,273.43,18.0,74.6399993896484,4.98999977111816,2023110500_1102,19,pre,67.36,17.13
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,67.36,17.13,0.89,2.48,103.86,275.24,18.0,74.6399993896484,4.98999977111816,2023110500_1102,20,pre,67.44,17.12
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,67.44,17.12,0.84,2.37,85.39,275.85,18.0,74.6399993896484,4.98999977111816,2023110500_1102,21,pre,67.52,17.15
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,67.52,17.15,0.84,2.4,63.83,278.45,18.0,74.6399993896484,4.98999977111816,2023110500_1102,22,pre,67.59,17.2
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,67.59,17.2,0.92,2.2,48.33,281.31,18.0,74.6399993896484,4.98999977111816,2023110500_1102,23,pre,67.66,17.27
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,67.66,17.27,1.08,2.05,36.35,283.28,18.0,74.6399993896484,4.98999977111816,2023110500_1102,24,pre,67.72,17.37
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,67.72,17.37,1.18,1.73,28.7,284.63,18.0,74.6399993896484,4.98999977111816,2023110500_1102,25,pre,67.77,17.47
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,67.77,17.47,1.24,1.25,24.55,286.17,18.0,74.6399993896484,4.98999977111816,2023110500_1102,26,pre,67.82,17.58
2023110500,1102,True,47882,right,51.0,Mike Edwards,5-10,200.0,1996-05-18,FS,Defense,Defensive Coverage,67.82,17.58,1.22,0.57,23.54,284.8,18.0,74.6399993896484,4.98999977111816,2023110500_1102,27,pre,67.87,17.69
